bert_base_0,bert_base_1,bert_base_2,bert_wwm_0,bert_wwm_1,bert_wwm_2,bert_wwm_ext_0,bert_wwm_ext_1,bert_wwm_ext_2,ERNIE_base_0,ERNIE_base_1,ERNIE_base_2,xlnet_mid_0,xlnet_mid_1,xlnet_mid_2,roberta_large_0,roberta_large_1,roberta_large_2,roberta_wwm_large_ext_0,roberta_wwm_large_ext_1,roberta_wwm_large_ext_2
0.00088428834,0.9962088,0.002906976,0.0024971526999999997,0.98961836,0.007884434000000001,0.001814895,0.9931506999999999,0.0050344057,0.019194856,0.95834166,0.022463515,0.0005281904,0.997447,0.0020247924,0.0027752614,0.99522996,0.00199476,0.0046274574,0.97839296,0.016979648
0.0007783600599999999,0.99682695,0.002394699,0.0028311342,0.9813318000000001,0.015837068,0.0016936332,0.99528486,0.0030215840000000003,0.0037303371000000003,0.9900085,0.0062612514,0.000667501,0.99456847,0.004764010999999999,0.0019067714000000002,0.9927651,0.00532813,0.0052021127,0.9445448000000001,0.05025305
0.012902162,0.98585457,0.0012432282000000002,0.06648062,0.9078171,0.02570224,0.01884538,0.97866666,0.002488008,0.15710005,0.81776446,0.025135476,0.5825009,0.41249797,0.005001135,0.27522287,0.69962263,0.025154475,0.34464684,0.58639044,0.068962775
0.8612312,0.13704838,0.0017203755999999999,0.68865776,0.30746529,0.003876908,0.75149566,0.24581921,0.0026851424,0.49050299999999997,0.50210845,0.007388544300000001,0.40389487,0.5936389,0.0024661946,0.8147761,0.18274167,0.0024821872,0.49151164,0.50083065,0.0076577044
0.0029538088,0.9627683000000001,0.03427783,0.016293908,0.5330238,0.45068230000000004,0.004540087,0.22415614,0.77130383,0.07652819,0.24829654,0.6751753,0.014296575,0.57345,0.41225338,0.009926266,0.339048,0.6510258000000001,0.010617553,0.40785366,0.58152884
0.00190079,0.0033320398,0.9947671999999999,0.0019520221,0.0053944313,0.9926535,0.0015399320000000001,0.004690861,0.9937690999999998,0.013437901,0.018084707,0.9684775,0.010667979,0.032448832000000004,0.95688313,0.00087682524,0.010565851000000001,0.98855734,0.0053960225,0.08660930000000001,0.9079947
0.0005886784599999999,0.0044803373,0.99493104,0.0037350035,0.04044451,0.95582044,0.0020236676,0.01700486,0.9809715,0.016274687,0.036844425,0.9468809000000001,0.0049101906,0.011755133000000001,0.9833347,0.0007085013,0.0061127709999999995,0.9931787000000001,0.0043779793,0.023946796,0.9716752000000001
0.0009209455,0.98838145,0.010697597,0.0027057141999999998,0.98277736,0.01451689,0.0026580552000000004,0.9816534,0.01568854,0.00577416,0.9688101999999998,0.025415623999999998,0.0026082245000000003,0.9455522,0.051839598,0.0029272707000000003,0.96112645,0.035946213,0.006401083399999999,0.9517724,0.041826498
0.0009929525,0.99779725,0.0012098039999999999,0.0036960290000000004,0.9934748999999999,0.0028290467,0.0021333897,0.99240667,0.005459920500000001,0.0053219930000000006,0.98313046,0.011547515,0.0022936926999999998,0.9960706,0.0016356342,0.0016073316,0.99540484,0.0029878353000000004,0.00628325,0.98138547,0.012331255
0.0011099847,0.0015444426,0.9973456,0.0015278938,0.012176861,0.9862953000000001,0.0017576735000000001,0.021345755,0.9768966,0.0024903067,0.023491925,0.97401786,0.0015221529999999998,0.015982583,0.9824953000000002,0.00037593034,0.008110991,0.9915130999999999,0.0036077270000000002,0.044139884000000004,0.95225245
0.64043045,0.34986272,0.009706827,0.38792917,0.6089230999999999,0.0031477765000000003,0.4051723,0.5921109,0.002716867,0.08381042,0.91007024,0.0061193453000000005,0.28478277,0.71376276,0.0014544791,0.41676062,0.57926875,0.003970612,0.35300633,0.64044434,0.0065493146
0.0014154867000000001,0.9963973,0.0021872649,0.009487431999999999,0.98214734,0.008365155,0.005507758000000001,0.992192,0.0023002862,0.016948778,0.9775162000000001,0.005535041,0.029727196,0.9674205,0.0028522213,0.016349047,0.9817369,0.0019141024,0.011196053999999999,0.9775415999999999,0.011262353000000001
0.32258546,0.6743695,0.0030449745,0.45984828,0.5357897,0.0043619999999999996,0.47521392,0.52124715,0.0035389527000000004,0.78962725,0.19725737,0.01311546,0.6753932,0.31724963,0.007357161,0.14167678,0.78532827,0.07299499,0.5433686,0.42667624,0.029955178
0.17942382,0.8193473,0.001228841,0.21893920000000003,0.77864057,0.0024201898,0.20146638,0.7966920999999999,0.0018416345000000001,0.2366172,0.75836074,0.005022051699999999,0.22898588,0.7693399999999999,0.0016740884,0.07119256,0.9252511,0.0035563386,0.18313411,0.81150275,0.005363171
0.012617918999999998,0.9863970999999999,0.0009850006,0.04124474,0.95426613,0.004489118,0.019207237,0.9782506999999999,0.00254213,0.094642095,0.90036637,0.0049915607,0.10749642599999999,0.88839704,0.004106521,0.039885752000000003,0.9540013,0.006112966,0.09377525,0.8991495,0.0070753097999999995
0.0021848492,0.0034934888,0.9943216,0.003985834000000001,0.035646234,0.960368,0.012387941999999999,0.2553417,0.73227036,0.015969393999999998,0.046645623,0.937385,0.0066370443000000005,0.10397849,0.8893844999999999,0.0050582974,0.1453541,0.8495876,0.003500437,0.036476083,0.96002346
0.10330763,0.8942889999999999,0.0024034022,0.0944995,0.89978987,0.0057106069999999995,0.06877354,0.928133,0.0030935153000000003,0.1560761,0.7768509,0.06707310000000001,0.16102464,0.83137804,0.0075973016,0.114845425,0.8724609,0.012693661,0.04556044,0.9380236999999999,0.016415888
0.0040018247,0.9243640999999999,0.07163401,0.016657425,0.89519733,0.088145226,0.004795312,0.93381345,0.06139119,0.030955148999999998,0.3802922,0.5887526999999999,0.002552731,0.91926765,0.078179635,0.0036126196000000003,0.7471515000000001,0.24923591,0.007986603,0.85567874,0.13633466
0.0018571977,0.9493735000000001,0.04876935,0.0037380052,0.9580049999999999,0.03825699,0.0018100393,0.9865704,0.0116195185,0.021312805,0.84081185,0.13787533,0.0018123189000000001,0.97299284,0.02519482,0.0029707858000000004,0.9886296,0.008399613,0.008240816,0.9393176999999999,0.052441474
0.9701561,0.0065966863,0.023247288999999997,0.92899144,0.015711103,0.05529748599999999,0.95659095,0.014356802,0.029052183,0.8368244,0.049194764,0.11398083,0.9596919,0.017194245,0.023113897,0.9369808000000001,0.028383425,0.034635857,0.89600295,0.041582588,0.062414415
0.7323446,0.25874358,0.00891177,0.5854864000000001,0.39757909999999996,0.016934477,0.8554278000000001,0.12560841,0.01896374,0.9132101,0.044920046,0.041869875,0.90972364,0.07921447,0.011061905,0.90092015,0.09294907,0.0061307945,0.9098565999999999,0.041459426,0.048683874
0.0011602723,0.0020577237,0.99678206,0.0019399369,0.017354377,0.9807056999999999,0.0011773538,0.008017868000000001,0.9908048,0.027976742000000002,0.18295619,0.78906703,0.0009355911999999999,0.055234637,0.9438298,0.0005646187,0.00953992,0.98989534,0.0042601936,0.22097047,0.7747694
0.0012262672,0.0020470556,0.99672675,0.0015422254999999999,0.008488804,0.98996896,0.0015676214,0.0046529993,0.99377936,0.0037581364,0.00902287,0.9872190000000001,0.0011266703,0.006792787,0.9920805,0.0005805164,0.004436130999999999,0.9949833,0.00346834,0.02843139,0.96810025
0.003927875,0.976914,0.019158127,0.010714798999999999,0.86285216,0.12643309,0.006378321,0.9280616,0.06556004,0.02686879,0.7950858000000001,0.1780455,0.003901378,0.15194187,0.8441568000000002,0.0050111109999999995,0.29884356,0.69614536,0.010968408,0.6888232,0.30020833
0.005992833,0.99330986,0.0006973032000000001,0.04047151,0.9568481,0.0026804234,0.015712027,0.9825699000000001,0.0017181053,0.015034995,0.98075837,0.004206587,0.04349634,0.95467716,0.0018264643,0.02037621,0.9779146000000001,0.0017092663,0.023032166,0.96962714,0.007340681
0.001963316,0.993708,0.0043286253000000005,0.005313427700000001,0.9808375,0.013848998999999999,0.006136191500000001,0.98925936,0.0046044284999999996,0.017195076,0.9596944,0.023110487000000002,0.015424282,0.9720081,0.012567604,0.0065468326,0.98591787,0.0075352894999999994,0.0086975405,0.96236473,0.028937746
0.0021790247,0.49417412,0.50364685,0.0019464560999999999,0.08388446,0.914169,0.0024016553,0.14119263,0.8564056000000001,0.005003889,0.06935772,0.9256384,0.00115301,0.6651933000000001,0.33365370000000005,0.0016499809,0.68063766,0.31771234,0.005102377,0.6536173000000001,0.34128028
0.0013596561,0.99540013,0.0032402175,0.0034670029999999998,0.98874587,0.0077871704000000005,0.0036990296,0.98339003,0.012910887,0.008264873,0.9659254,0.025809696,0.0009877481,0.99708635,0.0019259229000000001,0.0017071747,0.99440926,0.0038834852000000004,0.005208707,0.9750059000000001,0.01978531
0.0012278223,0.99738234,0.0013897732,0.0048191054,0.99028087,0.004900037,0.002952164,0.99387723,0.0031705659999999997,0.008301875,0.97845423,0.013243913000000001,0.0017014635999999998,0.9929344999999999,0.0053639840000000005,0.00229729,0.9944799999999999,0.0032227219,0.006107283000000001,0.9824905999999999,0.011402058
0.9399725,0.057699642999999995,0.0023277823,0.70918477,0.28674957,0.0040656812,0.8296931000000001,0.1676309,0.0026760005999999998,0.5269668000000001,0.46557498,0.007458143,0.5296350999999999,0.46864924,0.0017157163,0.6830199,0.31457272,0.0024074129999999997,0.5415946,0.45124984,0.007155528299999999
0.9676527,0.007576129399999999,0.024771186,0.95321006,0.01631797,0.030471942999999998,0.96239454,0.023090545,0.01451495,0.8994697,0.047537718,0.052992593,0.8952954,0.06891421,0.03579044,0.9198468000000001,0.053021297,0.027131986,0.7414630999999999,0.06288703,0.19564986
0.6876953,0.30715892,0.0051457537,0.46621338,0.5264232,0.007363379000000001,0.46434566,0.53131044,0.0043439292,0.34734857,0.6318829,0.02076848,0.6086533000000001,0.3852119,0.0061347787,0.10473210000000001,0.88367635,0.011591493000000001,0.24184053,0.7481728,0.009986591999999999
0.22835983,0.76974064,0.0018995447,0.17813914,0.8177503,0.004110648,0.10417631,0.8937588,0.0020649189,0.12027432,0.8755367000000001,0.004188969,0.08974554400000001,0.90825504,0.0019994688,0.057156704,0.9409713,0.0018719631,0.02970281,0.96489424,0.005402926999999999
0.0017612943,0.0053070732,0.9929315999999999,0.0024746998999999998,0.014203764499999999,0.98332155,0.0021575267999999997,0.014242936999999999,0.98359954,0.002520907,0.011203201999999999,0.9862759,0.0006849425999999999,0.0077576716,0.99155736,0.0005073937,0.010424321,0.9890683000000001,0.0035297407,0.040718800000000006,0.9557515
0.0012912476,0.0024620236,0.99624664,0.0019206029,0.012359377,0.98572,0.0012030257000000002,0.0074680075,0.99132895,0.0038999190000000004,0.028921645,0.9671784999999999,0.0008023758,0.007471077,0.9917265,0.00044961587999999995,0.011663683999999999,0.98788667,0.0043861796,0.04482046,0.9507933000000001
0.58372766,0.010867443000000001,0.40540498,0.37039337,0.1671459,0.4624607,0.7107418000000001,0.022842217,0.2664159,0.48580429999999997,0.10395253,0.4102432,0.48491704,0.061081193,0.45400175,0.07020623,0.06043576,0.86935794,0.20513274,0.034180893999999996,0.76068634
0.001260685,0.001882102,0.99685717,0.0035825220000000003,0.06157008,0.93484735,0.0016160710999999998,0.0058139707,0.9925700000000001,0.009613959,0.037224714,0.95316136,0.00038492426,0.013112128999999998,0.986503,0.00057721674,0.013763866999999999,0.98565894,0.004570288,0.13285258,0.8625771999999999
0.0013969170000000001,0.0013305554000000001,0.99727255,0.0015055442000000002,0.0048295036,0.9936649999999999,0.001589097,0.0038907006,0.99452025,0.006490637,0.010341946999999999,0.98316735,0.0018500317,0.006129801,0.9920201999999999,0.0005350631500000001,0.0037143084,0.99575055,0.003949611,0.025159817,0.9708905999999999
0.0005739550700000001,0.0061778724,0.9932482,0.0024008541,0.039417308,0.95818186,0.0010791767,0.0046574348,0.99426335,0.0026249501,0.013555861,0.9838191999999999,0.0017594898000000002,0.028861977,0.96937853,0.0012754075999999999,0.018940588,0.979784,0.003656107,0.050959792000000004,0.94538414
0.0011369714,0.99617624,0.0026867747999999997,0.004194449,0.98954177,0.006263721,0.0031711115,0.99348664,0.0033422583,0.01917874,0.9658959,0.014925352,0.0031914494,0.9866729,0.010135652,0.004192978,0.99341065,0.0023963945,0.009088991,0.97356594,0.017345146999999998
0.018083183,0.98112434,0.00079254556,0.15695377,0.8393655999999999,0.0036806613,0.0075430837,0.9892774999999999,0.0031794429999999997,0.16553114,0.8273062,0.007162634300000001,0.28328052,0.7108045000000001,0.005914983,0.119285814,0.8749440999999999,0.0057700537,0.06374776,0.923976,0.01227623
0.0015366641000000001,0.0702768,0.9281865,0.0018789504,0.04272017,0.95540076,0.0035250003000000005,0.26745373,0.72902125,0.005500893000000001,0.058412988,0.93608606,0.0011135645,0.33251026,0.6663760999999999,0.005100647,0.7381795999999999,0.25671974,0.0067784917,0.66030645,0.33291507
0.0010518502,0.0035885890999999997,0.9953595,0.00239961,0.044286374,0.95331407,0.0016299116,0.008879217,0.9894909,0.011886791,0.04417493,0.9439382,0.0025525764,0.049494572,0.9479528,0.0023639065,0.036655195,0.9609809000000001,0.0041288584,0.035723433,0.96014774
0.97811604,0.008088213,0.013795751,0.94163835,0.052946262,0.0054153856,0.96790546,0.026065731,0.00602877,0.64329064,0.3481729,0.008536492,0.8189361999999999,0.17872182,0.0023419457,0.9552424,0.04250091,0.0022567865,0.8473796999999998,0.1420932,0.01052711
0.003805212,0.99507684,0.0011179437,0.011939043,0.98466927,0.0033917120000000003,0.006934582700000001,0.99146396,0.0016014804,0.027919898,0.9671947,0.004885443,0.010162952,0.9890870999999999,0.0007499735000000001,0.0040066126,0.9947748,0.0012185567,0.013010296000000001,0.9793761000000001,0.007613609
0.001256245,0.0016048253,0.9971389999999999,0.0031897128,0.016960459,0.97984993,0.0014004657999999999,0.0068327724,0.99176687,0.02252513,0.21453270000000002,0.76294214,0.0024124335,0.42339045,0.5741972,0.0017119782000000001,0.025694001,0.9725940000000001,0.004449075,0.11196509,0.8835858
0.0008956243400000001,0.0052596964000000005,0.9938446,0.0025152717999999998,0.018933209,0.97855157,0.0073329518,0.17806171,0.81460536,0.14128973,0.16662507,0.69208527,0.022043481,0.21898383,0.7589727,0.0014133470000000001,0.102889664,0.895697,0.007634810600000001,0.20248129999999998,0.7898839
0.0034722327000000002,0.9959971,0.0005306792,0.021252336,0.9768370000000001,0.0019107024,0.011185343,0.98753256,0.0012821368,0.10750229,0.8804088999999999,0.012088875,0.01332644,0.9859023000000001,0.0007712592999999999,0.007281991,0.99025726,0.002460715,0.023778614,0.9699877,0.0062336177
0.039360757999999996,0.9594295,0.0012096846000000001,0.28169325,0.71561193,0.0026947635,0.042522613,0.95591086,0.0015665457000000002,0.29288015,0.70166874,0.005451140500000001,0.2568675,0.7365102,0.0066222823,0.20870029999999998,0.78895515,0.0023446260000000003,0.22029614,0.7663898,0.013314059
0.0029209487,0.003163746,0.99391526,0.0029379785999999997,0.026035925,0.9710261,0.002239819,0.012878681999999999,0.9848815000000001,0.022587562000000002,0.19604474,0.7813675999999999,0.008706031,0.2537916,0.73750246,0.0014933419000000001,0.037834544,0.9606720999999999,0.0071975426,0.40166306,0.59113944
0.9319290000000001,0.06606231,0.0020086584,0.9114025,0.08338446,0.0052129817,0.9427007,0.052491058,0.0048081805,0.7016529,0.2570078,0.041339308,0.7535356,0.24061738,0.0058470415000000005,0.9117949000000001,0.08197808,0.006226983,0.8336867,0.15209746,0.014215841000000002
0.001962495,0.07011433,0.92792326,0.005645673299999999,0.26855759999999995,0.72579664,0.011045867,0.45764170000000004,0.5313124,0.026500124,0.47422215,0.49927768,0.0072364844,0.25948668,0.7332768,0.0049643316,0.34664282,0.6483929,0.0062077884,0.10338039,0.8904118000000001
0.043843035,0.955406,0.0007509576400000001,0.21418408,0.7829786,0.0028373334,0.06040419,0.9379944,0.0016014178,0.16791546,0.8276671999999998,0.0044173915,0.23723176,0.75934273,0.0034255465000000004,0.17440207,0.8221904000000001,0.0034075433,0.14544834,0.8498404,0.0047112238
0.0012916063000000001,0.0013396892,0.9973687,0.0012572705,0.005941869000000001,0.99280095,0.0011679332,0.004110127,0.9947219999999999,0.00421732,0.01075651,0.9850261999999999,0.0016737173,0.008840701,0.9894856,0.000618529,0.004596478,0.994785,0.0037506317999999998,0.030652772999999998,0.9655965
0.0014157579999999998,0.99738497,0.0011992835000000002,0.0048749596,0.99259007,0.0025349173,0.0039850073,0.9941373,0.0018777502,0.008828178,0.9829585,0.0082133785,0.004816911,0.9942899,0.0008932472,0.0019949584,0.99654704,0.0014579839000000002,0.0065343369999999994,0.98522633,0.008239307
0.0007900912299999999,0.0013500801,0.9978598,0.0037046138,0.057298984000000004,0.9389963,0.00114097,0.008319639,0.9905393,0.031786375,0.10667822,0.8615354,0.0022527594,0.10605241,0.8916948,0.0007350486,0.02216485,0.9771,0.0039422503,0.07382384,0.9222338999999999
0.0015300083,0.0018571295999999999,0.99661285,0.0014534141000000001,0.0043619545,0.9941846999999999,0.0011944502,0.0042647254,0.99454087,0.0030269318,0.012166412,0.9848066999999999,0.0012039625,0.008962727,0.98983335,0.00074381195,0.010939903999999999,0.98831636,0.0029974190000000003,0.02980808,0.96719456
0.008321761,0.9898716999999999,0.0018065813000000001,0.015406783,0.9746636000000001,0.009929575999999999,0.01365263,0.9821508,0.004196524,0.025704297999999997,0.92339027,0.050905485,0.063774996,0.9310339,0.005191105,0.008204592,0.9896208000000001,0.0021745532,0.01658802,0.92078096,0.06263106
0.013311901999999999,0.9855111999999999,0.0011769629,0.025391135,0.9713315999999999,0.0032772608,0.006332246999999999,0.9917088,0.0019589663,0.04149421,0.95387936,0.004626453,0.020112256000000002,0.97919035,0.0006974581,0.019601168000000002,0.9778022,0.0025966961,0.025388647,0.96564054,0.008970813000000001
0.00070886454,0.0018867531,0.9974044,0.0020093479999999998,0.02739572,0.9705950000000001,0.0013180601,0.004657375,0.9940245999999999,0.004730788499999999,0.009276507,0.9859928,0.0018326212,0.008659881,0.9895075000000001,0.0005232293,0.006888961999999999,0.99258786,0.003901827,0.018462542,0.97763556
0.0026392024,0.9962236999999999,0.0011371238000000001,0.015342747,0.9822649999999999,0.0023922635999999997,0.004707533,0.9932681000000001,0.0020244154,0.027341338,0.96179307,0.010865645,0.02732781,0.97027266,0.002399456,0.0074799675,0.9909244,0.0015955856,0.011875716000000001,0.97978216,0.008342125
0.0014452533,0.99731714,0.0012376092,0.003992720999999999,0.9929939,0.0030134127000000003,0.0035847821000000004,0.9940328000000002,0.0023823692,0.007306348000000001,0.9766938000000001,0.01599992,0.0040176716,0.99470866,0.0012736314,0.0034519390000000002,0.99344677,0.0031013311999999998,0.008076285,0.9815485,0.01037515
0.029048646,0.96622247,0.0047288993,0.033359482999999995,0.9624579,0.004182573,0.015441681,0.9814741,0.0030842596000000004,0.07793258,0.91546386,0.006603574,0.06867029,0.929758,0.0015716832999999998,0.012456368,0.9849870999999999,0.002556535,0.050348334,0.9430649,0.006586659200000001
0.0021002523,0.9890981,0.00880173,0.0040777465,0.98559856,0.010323666,0.0038872303000000003,0.9841097,0.01200314,0.0074452865,0.9708356,0.021719047999999998,0.0012514764,0.9923639000000001,0.006384614,0.0014345570000000001,0.9899318000000001,0.008633571999999999,0.005868101,0.9757237,0.01840824
0.015180639,0.97925663,0.0055627030000000004,0.025067577,0.9449492,0.029983232000000002,0.010288071,0.9789124,0.010799506,0.1840626,0.5926256999999999,0.22331177,0.011705803,0.5642384,0.4240558,0.0022176092000000002,0.08633837,0.911444,0.015033526,0.5476141,0.43735240000000003
0.0015914710000000001,0.99774724,0.0006612648,0.017199885,0.9797228000000001,0.0030772946999999998,0.007960561,0.99011844,0.0019209702,0.10471634,0.8691226000000001,0.02616104,0.017699418999999997,0.97986835,0.0024322164,0.071502976,0.9253258,0.003171203,0.011760632,0.9629371999999999,0.0253022
0.0015107042000000002,0.9974758,0.0010134364,0.008858727,0.98856413,0.0025771685999999997,0.005128272,0.9932199,0.0016518433,0.015679263,0.9788849000000001,0.0054358537,0.015944444,0.9830468000000001,0.0010087368,0.012952777,0.98511016,0.001937011,0.025208843999999998,0.9699426,0.004848476
0.0007996909,0.9896780000000001,0.009522301,0.0024236795,0.9238242,0.07375218,0.0038832197999999997,0.58674926,0.40936753,0.0091483155,0.75297004,0.23788163,0.0014462798,0.51386124,0.4846925,0.0016388128,0.5050226999999999,0.4933385,0.004376221,0.8489464,0.14667739999999999
0.0011835584,0.99631643,0.0025000174,0.0057856719999999995,0.9884526,0.005761687,0.00968828,0.9872678,0.0030439885,0.023364006,0.9206171999999999,0.05601881400000001,0.02326055,0.9650664000000001,0.011673061,0.0069303517,0.9864616,0.006608061,0.0098331645,0.957994,0.032172862
0.0009403562,0.9970493,0.002010436,0.0031572646,0.9901136,0.0067290836,0.0030481506,0.9885921999999999,0.00835961,0.010960653999999998,0.95190406,0.03713529,0.0017444742999999999,0.9784378,0.01981775,0.005633484,0.9694204,0.024946066,0.0072861942,0.9623457000000001,0.030368067000000002
0.004259669000000001,0.5006,0.49514040000000004,0.006483728,0.35983068,0.63368565,0.0043536090000000005,0.8742414000000001,0.121404946,0.022473965,0.80819714,0.16932884,0.00815003,0.6302133000000001,0.3616366,0.003301526,0.70470715,0.2919913,0.0074768130000000006,0.84532976,0.1471934
0.0013751643,0.0033459623999999998,0.99527895,0.002054643,0.008246788,0.9896985999999999,0.0013583211999999999,0.0051383306,0.9935033999999999,0.00555211,0.059793703,0.9346542,0.0022640591,0.012935078000000001,0.98480093,0.0014205499,0.03276899,0.9658104999999999,0.0048392015,0.03278014,0.96238065
0.0009067461,0.0019999323,0.9970931999999999,0.001693464,0.022029055,0.97627753,0.0017092610000000001,0.007142040400000001,0.9911486999999999,0.009556206999999999,0.02878372,0.9616601,0.0013335356,0.024594096,0.9740724000000001,0.00059315545,0.005708247,0.9936985999999999,0.004050434,0.03524447,0.9607051
0.0015339415,0.9972228999999999,0.0012432185,0.010339045,0.9879110999999999,0.0017498528,0.006564339000000001,0.9921938,0.0012418512,0.03330462,0.962643,0.004052333,0.054850300000000005,0.9437075999999999,0.0014421322000000001,0.015009243,0.9828098,0.0021809174,0.02044528,0.9742801999999999,0.005274540699999999
0.003120119,0.13641357,0.86046624,0.0139088435,0.40497687,0.5811143,0.0044334940000000005,0.11202924,0.8835373,0.1274127,0.39832625,0.47426105,0.22987498,0.6053864000000001,0.16473864,0.08174778,0.5631684,0.35508382,0.06858855,0.27668092,0.6547305999999999
0.0027269076,0.9962209000000001,0.0010522822,0.004672085,0.9750769,0.020251033999999998,0.0042203707,0.990908,0.0048716343,0.006473217,0.9867561,0.006770631,0.0023209148,0.96929944,0.02837963,0.0073362533,0.9240311,0.06863271,0.0067505944,0.7957415,0.19750789
0.00077006494,0.002137449,0.99709237,0.0020456766,0.025427277999999998,0.9725271000000001,0.0013067847,0.010653778000000001,0.98803943,0.004100305,0.09722126,0.8986784999999999,0.00034878994,0.053014915,0.94663626,0.001073297,0.122825556,0.87610114,0.00346025,0.09907337,0.89746636
0.0008682555,0.0014555132000000001,0.9976763000000001,0.0017103839,0.004966696699999999,0.9933228999999999,0.0017187779999999998,0.004682099,0.9935992,0.0059443475,0.013554855,0.9805008,0.0015315498000000002,0.007183715699999999,0.9912847,0.00055166805,0.0049212635,0.99452704,0.004315980200000001,0.019270457,0.97641355
0.001562571,0.9877341000000001,0.01070335,0.005898375500000001,0.9729388000000001,0.021162856,0.0035536864,0.98485965,0.011586723,0.019447722,0.95610315,0.024449172999999998,0.027294904,0.9700069,0.0026981905,0.0058269590000000005,0.99137783,0.0027951815,0.011650681999999999,0.9810494000000001,0.007299925
0.56673306,0.42944607,0.0038208633,0.8568608,0.13728347,0.005855700500000001,0.842842,0.1528727,0.0042853503999999995,0.8822517,0.10686639,0.010881908000000001,0.90608156,0.089906335,0.0040121474,0.8453434999999999,0.14920801,0.0054484587,0.8562380999999999,0.12527351,0.01848836
0.0022644864,0.022344407,0.9753912,0.0064515793,0.1227475,0.8708009,0.00642921,0.07416992,0.9194009,0.029670967000000003,0.4010228,0.5693062,0.017553488,0.76735455,0.21509193,0.0035483486,0.09947422,0.8969775,0.008470636,0.16416016,0.8273691999999999
0.0035597712,0.7015805,0.29485974,0.006241719000000001,0.293217,0.7005413,0.0073939688,0.42350987,0.56909615,0.014330566999999999,0.649291,0.33637846,0.0011527917,0.61426455,0.38458264,0.003237624,0.6362408,0.3605216,0.0072280187,0.54565215,0.44711990000000007
